Customer,Arrival_Date,Wait,Service_Start_Date,Service_Time,Service_End_Date
1,2502.1758598080196,0.0,2502.1758598080196,0.005472109294427105,2502.181331917314
2,2840.3983136092397,0.0,2840.3983136092397,0.0017379166454959808,2840.4000515258854
3,7083.965273386442,0.0,7083.965273386442,0.004447013147837306,7083.96972039959
4,7372.980606373988,0.0,7372.980606373988,0.0008477483963108649,7372.981454122384
5,8104.470456744455,0.0,8104.470456744455,2.4855412000727776e-05,8104.4704815998675
6,9226.899880749806,0.0,9226.899880749806,0.0032988990620684932,9226.903179648869
7,9811.80582347631,0.0,9811.80582347631,0.0056899422170155626,9811.811513418526
8,10285.219550455153,0.0,10285.219550455153,0.0030233765191228267,10285.222573831672
