Customer,Arrival_Date,Wait,Service_Start_Date,Service_Time,Service_End_Date
1959,13.211145020494483,1964066.5591853955,1964079.770330416,3512.586976759773,1967592.3573071759
1960,13.216608718012031,1967579.1406984578,1967592.3573071759,913.2171535263377,1968505.5744607022
1961,13.218517179965408,1968492.3559435222,1968505.5744607022,1261.6056294333032,1969767.1800901357
1962,13.219483113158336,1969753.9606070225,1969767.1800901357,301.99338491723324,1970069.173475053
1963,13.227174438758896,1970055.9463006142,1970069.173475053,454.56763825526707,1970523.7411133081
1964,13.241355478261905,1970510.4997578298,1970523.7411133081,800.2886393519005,1971324.02975266
1965,13.253552181376078,1971310.7762004787,1971324.02975266,1413.5596551558483,1972737.5894078158
1966,13.261215878436028,1972724.3281919374,1972737.5894078158,749.4931637344406,1973487.0825715503
1967,13.267162765881302,1973473.8154087844,1973487.0825715503,4745.885887592058,1978232.9684591424
1968,13.272632390903253,1978219.6958267514,1978232.9684591424,636.2707515375681,1978869.23921068
1969,13.27674125009972,1978855.9624694297,1978869.23921068,716.5758003185806,1979585.8150109984
1970,13.277581548740853,1979572.5374294496,1979585.8150109984,242.75921219805454,1979828.5742231964
1971,13.297727699029128,1979815.2764954974,1979828.5742231964,245.06169226904044,1980073.6359154654
1972,13.298855691723986,1980060.3370597737,1980073.6359154654,722.1809693134777,1980795.816884779
1973,13.302738394922969,1980782.514146384,1980795.816884779,802.7689225697397,1981598.5858073486
1974,13.31269576985654,1981585.2731115788,1981598.5858073486,1164.5145710625716,1982763.1003784111
1975,13.318552994224744,1982749.781825417,1982763.1003784111,311.28822100947326,1983074.3885994207
1976,13.328833943748485,1983061.059765477,1983074.3885994207,1242.434697436655,1984316.8232968573
1977,13.330729178701036,1984303.4925676787,1984316.8232968573,2156.206491185806,1986473.0297880431
1978,13.334055645567016,1986459.6957323975,1986473.0297880431,3631.7959128455395,1990104.8257008886
1979,13.337206129436888,1990091.4884947592,1990104.8257008886,230.06406991781714,1990334.8897708065
1980,13.363080076621042,1990321.52669073,1990334.8897708065,1933.2020252646194,1992268.0917960713
1981,13.36440146858837,1992254.7273946027,1992268.0917960713,370.6048775060565,1992638.6966735774
1982,13.383277090976803,1992625.3133964865,1992638.6966735774,1773.0314721768195,1994411.7281457542
1983,13.384579084163768,1994398.34356667,1994411.7281457542,423.858829596976,1994835.5869753512
1984,13.389867312231024,1994822.197108039,1994835.5869753512,782.2763195555815,1995617.8632949067
1985,13.392742610603971,1995604.4705522961,1995617.8632949067,9.891319192252974,1995627.754614099
1986,13.395223387400947,1995614.3593907114,1995627.754614099,1436.9632658039245,1997064.7178799028
1987,13.403015647198547,1997051.3148642557,1997064.7178799028,2649.680605841143,1999714.398485744
1988,13.405872116588197,1999700.9926136273,1999714.398485744,720.1609858263531,2000434.5594715702
1989,13.41115091274732,2000421.1483206574,2000434.5594715702,75.20805687585371,2000509.767528446
1990,13.4116216890903,2000496.3559067568,2000509.767528446,307.65324167309126,2000817.420770119
1991,13.422500216947306,2000803.998269902,2000817.420770119,1475.3164987128662,2002292.7372688318
1992,13.423432790433143,2002279.3138360414,2002292.7372688318,493.7169900065907,2002786.4542588384
1993,13.433283696156339,2002773.0209751423,2002786.4542588384,1156.968958454761,2003943.423217293
1994,13.437533417130048,2003929.985683876,2003943.423217293,1116.1187480562073,2005059.5419653493
1995,13.444905511266093,2005046.097059838,2005059.5419653493,703.6883719540457,2005763.2303373034
1996,13.445734658664922,2005749.7846026446,2005763.2303373034,1867.0220368911087,2007630.2523741946
1997,13.447989850879992,2007616.8043843438,2007630.2523741946,823.4962396389461,2008453.7486138334
1998,13.45956010715639,2008440.2890537262,2008453.7486138334,343.640394558757,2008797.389008392
1999,13.460455297901644,2008783.9285530942,2008797.389008392,479.60381493573976,2009276.992823328
2000,13.49166752893306,2009263.501155799,2009276.992823328,1130.6936682885953,2010407.6864916165
2001,13.492153046514606,2010394.19433857,2010407.6864916165,886.1049655801323,2011293.7914571967
2002,13.507067701251698,2011280.2843894954,2011293.7914571967,51.32618772493381,2011345.1176449216
2003,13.50850520665584,2011331.609139715,2011345.1176449216,249.18489102457679,2011594.3025359462
2004,13.512040386068174,2011580.7904955603,2011594.3025359462,157.25501061143063,2011751.5575465576
2005,13.541093695633172,2011738.016452862,2011751.5575465576,84.81285279597274,2011836.3703993536
2006,13.554153617301052,2011822.8162457363,2011836.3703993536,1407.6373910408206,2013244.0077903944
2007,13.576319256131333,2013230.4314711383,2013244.0077903944,516.4133802594043,2013760.4211706538
2008,13.581969855176906,2013746.8392007987,2013760.4211706538,1426.649413165408,2015187.0705838192
2009,13.595316586430458,2015173.4752672329,2015187.0705838192,478.54411183119475,2015665.6146956503
2010,13.60106401643194,2015652.013631634,2015665.6146956503,713.1228491996111,2016378.73754485
2011,13.608353033704498,2016365.1291918163,2016378.73754485,472.463066643594,2016851.2006114936
2012,13.610791630721975,2016837.5898198627,2016851.2006114936,1075.0833835046292,2017926.283994998
2013,13.62672141746671,2017912.6572735806,2017926.283994998,451.45357026364456,2018377.7375652618
2014,13.636146617325652,2018364.1014186444,2018377.7375652618,1368.3075480808525,2019746.0451133426
2015,13.639050495111437,2019732.4060628475,2019746.0451133426,841.2972632378035,2020587.3423765805
2016,13.646479812414341,2020573.695896768,2020587.3423765805,250.45271965195187,2020837.7950962323
2017,13.652504790034813,2020824.1425914422,2020837.7950962323,1508.2690645791572,2022346.0641608115
2018,13.657057717849527,2022332.4071030936,2022346.0641608115,1541.225991745642,2023887.2901525572
2019,13.659747105916265,2023873.6304054512,2023887.2901525572,309.8323661625296,2024197.1225187196
2020,13.669554275920925,2024183.4529644437,2024197.1225187196,61.975374544315244,2024259.097893264
2021,13.680073905593625,2024245.4178193584,2024259.097893264,1254.397125435912,2025513.4950187
2022,13.680664899589665,2025499.8143538004,2025513.4950187,248.18062862787153,2025761.6756473277
2023,13.682229984726623,2025747.993417343,2025761.6756473277,205.01893274966767,2025966.6945800774
2024,13.683309070057906,2025953.0112710074,2025966.6945800774,1520.9728766447329,2027487.6674567221
2025,13.684091710988394,2027473.9833650112,2027487.6674567221,2846.768164223058,2030334.4356209452
2026,13.688867647482287,2030320.7467532977,2030334.4356209452,261.7568103704146,2030596.1924313155
2027,13.693482475643147,2030582.49894884,2030596.1924313155,90.76139872547414,2030686.953830041
2028,13.694572956707113,2030673.2592570842,2030686.953830041,807.7471980897776,2031494.7010281307
2029,13.698673358587195,2031481.002354772,2031494.7010281307,1626.8991156688,2033121.6001437996
2030,13.705324735543764,2033107.894819064,2033121.6001437996,2465.3347806592856,2035586.9349244589
2031,13.705816780136416,2035573.2291076786,2035586.9349244589,92.36695043824339,2035679.3018748972
2032,13.72258539617263,2035665.579289501,2035679.3018748972,703.2274262313924,2036382.5293011286
2033,13.726549057924622,2036368.8027520706,2036382.5293011286,1002.0245490360236,2037384.5538501646
2034,13.726749606108019,2037370.8271005584,2037384.5538501646,270.7647375352044,2037655.3185877
2035,13.740364052629372,2037641.5782236473,2037655.3185877,36.27722111239516,2037691.5958088122
2036,13.745649833016214,2037677.8501589792,2037691.5958088122,393.8276007958264,2038085.423409608
2037,13.746081303018741,2038071.6773283049,2038085.423409608,1131.6758846838682,2039217.0992942918
2038,13.747219046540382,2039203.3520752452,2039217.0992942918,268.98950664778954,2039486.0888009395
2039,13.765836294163762,2039472.3229646452,2039486.0888009395,1330.386157975191,2040816.4749589148
2040,13.783717364827213,2040802.69124155,2040816.4749589148,368.80523502160145,2041185.2801939363
2041,13.785556422942651,2041171.4946375133,2041185.2801939363,132.98670042516605,2041318.2668943615
2042,13.788038951508875,2041304.47885541,2041318.2668943615,3701.0763835793323,2045019.3432779408
2043,13.79434310120952,2045005.5489348397,2045019.3432779408,434.93960662926105,2045454.28288457
2044,13.795772132865967,2045440.4871124371,2045454.28288457,304.18533133674293,2045758.4682159068
2045,13.801522776233352,2045744.6666931305,2045758.4682159068,1698.132435335661,2047456.6006512423
2046,13.809161089053969,2047442.7914901532,2047456.6006512423,3104.1474644870123,2050560.7481157293
2047,13.81394686441352,2050546.934168865,2050560.7481157293,646.010331377396,2051206.7584471067
2048,13.815366081149918,2051192.9430810255,2051206.7584471067,562.4195582965792,2051769.1780054034
2049,13.816242220557536,2051755.3617631828,2051769.1780054034,3108.9951459895815,2054878.173151393
2050,13.818168499282523,2054864.3549828937,2054878.173151393,744.9368985262288,2055623.1100499192
2051,13.818869568489196,2055609.2911803508,2055623.1100499192,213.9518942590723,2055837.0619441783
2052,13.820779910886262,2055823.2411642675,2055837.0619441783,170.92828541531125,2056007.9902295936
2053,13.821385758131058,2055994.1688438354,2056007.9902295936,342.311321898258,2056350.301551492
2054,13.821579409314655,2056336.4799720827,2056350.301551492,1474.3933564237384,2057824.6949079158
2055,13.852780680010538,2057810.8421272358,2057824.6949079158,1369.007504092171,2059193.7024120078
2056,13.853096734203183,2059179.8493152736,2059193.7024120078,213.96488107133996,2059407.6672930792
2057,13.855870781936718,2059393.8114222973,2059407.6672930792,524.1922814512242,2059931.8595745305
2058,13.857597882943608,2059918.0019766476,2059931.8595745305,190.1254089496355,2060121.98498348
2059,13.86842459911568,2060108.116558881,2060121.98498348,466.616309995974,2060588.601293476
2060,13.8760271652046,2060574.7252663109,2060588.601293476,1027.5575431300267,2061616.1588366062
2061,13.888678831801647,2061602.2701577744,2061616.1588366062,1146.7541350290828,2062762.9129716353
