4,3,2,1,8,0,0,0,0
4,3,2,9,10,5,6,7,8
4,3,2,9,10,5,7,8,0
4,3,2,9,10,8,0,0,0
4,5,6,7,8,0,0,0,0
4,5,7,8,0,0,0,0,0
4,5,10,8,0,0,0,0,0
4,5,10,9,2,1,8,0,0
4,10,5,6,7,8,0,0,0
4,10,5,7,8,0,0,0,0
4,10,8,0,0,0,0,0,0
4,10,9,2,1,8,0,0,0
