Customer,Initial_Arrival_Date,Arrival_time,Wait,Service_Start_Date,Service_Time,Service_End_Date,Flow_type,Prioritised,FlowNumber
56,500.1349522318659,500.1362242318659,0.0,500.1358002318659,0.000424,500.1362242318659,0,False,0
57,500.14466096972996,500.14593296973,0.0,500.14550896973,0.000424,500.14593296973,0,False,0
58,500.154369707594,500.15564170759404,0.0,500.15521770759403,0.000424,500.15564170759404,0,False,0
59,500.16407844545813,500.16535044545816,0.0,500.16492644545815,0.000424,500.16535044545816,0,False,0
60,500.1737871833222,500.1750591833222,0.0,500.1746351833222,0.000424,500.1750591833222,0,False,0
61,500.18349592118625,500.1847679211863,0.0,500.18434392118627,0.000424,500.1847679211863,0,False,0
62,500.19320465905037,500.1944766590504,0.0,500.1940526590504,0.000424,500.1944766590504,0,False,0
63,500.2029133969144,500.20418539691445,0.0,500.20376139691444,0.000424,500.20418539691445,0,False,0
64,500.2126221347785,500.2138941347785,0.0,500.2134701347785,0.000424,500.2138941347785,0,False,0
65,500.2223308726426,500.22360287264263,0.0,500.2231788726426,0.000424,500.22360287264263,0,False,0
66,500.23203961050666,500.2333116105067,0.0,500.2328876105067,0.000424,500.2333116105067,0,False,0
67,500.2417483483707,500.24302034837075,0.0,500.24259634837074,0.000424,500.24302034837075,0,False,0
68,500.2514570862348,500.2527290862348,0.0,500.2523050862348,0.000424,500.2527290862348,0,False,0
69,500.2611658240989,500.2624378240989,0.0,500.2620138240989,0.000424,500.2624378240989,0,False,0
70,500.27087456196296,500.272146561963,0.0,500.271722561963,0.000424,500.272146561963,0,False,0
71,500.280583299827,500.28185529982704,0.0,500.28143129982703,0.000424,500.28185529982704,0,False,0
72,500.29029203769113,500.29156403769116,0.0,500.29114003769115,0.000424,500.29156403769116,0,False,0
73,500.3000007755552,500.3012727755552,0.0,500.3008487755552,0.000424,500.3012727755552,0,False,0
74,500.30970951341925,500.3109815134193,0.0,500.31055751341927,0.000424,500.3109815134193,0,False,0
75,500.31941825128337,500.3206902512834,0.0,500.3202662512834,0.000424,500.3206902512834,0,False,0
76,500.3291269891474,500.33039898914745,0.0,500.32997498914744,0.000424,500.33039898914745,0,False,0
77,500.3388357270115,500.3401077270115,0.0,500.3396837270115,0.000424,500.3401077270115,0,False,0
78,500.3485444648756,500.34981646487563,0.0,500.3493924648756,0.000424,500.34981646487563,0,False,0
79,500.35825320273966,500.3595252027397,0.0,500.3591012027397,0.000424,500.3595252027397,0,False,0
80,500.3679619406037,500.36923394060375,0.0,500.36880994060374,0.000424,500.36923394060375,0,False,0
81,500.37767067846784,500.37894267846787,0.0,500.37851867846786,0.000424,500.37894267846787,0,False,0
82,500.3873794163319,500.3886514163319,0.0,500.3882274163319,0.000424,500.3886514163319,0,False,0
83,500.39708815419596,500.398360154196,0.0,500.397936154196,0.000424,500.398360154196,0,False,0
84,500.4067968920601,500.4080688920601,0.0,500.4076448920601,0.000424,500.4080688920601,0,False,0
85,500.41650562992413,500.41777762992416,0.0,500.41735362992415,0.000424,500.41777762992416,0,False,0
86,500.4262143677882,500.4274863677882,0.0,500.4270623677882,0.000424,500.4274863677882,0,False,0
87,500.4359231056523,500.43719510565234,0.0,500.4367711056523,0.000424,500.43719510565234,0,False,0
88,500.44563184351637,500.4469038435164,0.0,500.4464798435164,0.000424,500.4469038435164,0,False,0
89,500.4553405813804,500.45661258138045,0.0,500.45618858138045,0.000424,500.45661258138045,0,False,0
90,500.46504931924454,500.46632131924457,0.0,500.46589731924456,0.000424,500.46632131924457,0,False,0
91,500.4747580571086,500.47603005710863,0.0,500.4756060571086,0.000424,500.47603005710863,0,False,0
92,500.48446679497266,500.4857387949727,0.0,500.4853147949727,0.000424,500.4857387949727,0,False,0
93,500.4941755328367,500.49544753283675,0.0,500.49502353283674,0.000424,500.49544753283675,0,False,0
94,500.50388427070084,500.50515627070087,0.0,500.50473227070086,0.000424,500.50515627070087,0,False,0
95,500.5135930085649,500.5148650085649,0.0,500.5144410085649,0.000424,500.5148650085649,0,False,0
96,500.52330174642896,500.524573746429,0.0,500.524149746429,0.000424,500.524573746429,0,False,0
97,500.5330104842931,500.5342824842931,0.0,500.5338584842931,0.000424,500.5342824842931,0,False,0
98,500.54271922215713,500.54399122215716,0.0,500.54356722215715,0.000424,500.54399122215716,0,False,0
99,500.5524279600212,500.5536999600212,0.0,500.5532759600212,0.000424,500.5536999600212,0,False,0
100,500.5621366978853,500.56340869788534,0.0,500.5629846978853,0.000424,500.56340869788534,0,False,0
101,500.57184543574937,500.5731174357494,0.0,500.5726934357494,0.000424,500.5731174357494,0,False,0
102,500.5815541736134,500.58282617361346,0.0,500.58240217361345,0.000424,500.58282617361346,0,False,0
103,500.59126291147754,500.59253491147757,0.0,500.59211091147756,0.000424,500.59253491147757,0,False,0
104,500.6009716493416,500.60224364934163,0.0,500.6018196493416,0.000424,500.60224364934163,0,False,0
105,500.6009716493416,500.60266764934164,0.0,500.60224364934163,0.000424,500.60266764934164,0,False,0
106,500.61068038720566,500.6119523872057,0.0,500.6115283872057,0.000424,500.6119523872057,0,False,0
107,500.6203891250698,500.6216611250698,0.0,500.6212371250698,0.000424,500.6216611250698,0,False,0
108,500.63009786293384,500.63136986293387,0.0,500.63094586293386,0.000424,500.63136986293387,0,False,0
109,500.6398066007979,500.6410786007979,0.0,500.6406546007979,0.000424,500.6410786007979,0,False,0
110,500.649515338662,500.65078733866204,0.0,500.65036333866203,0.000424,500.65078733866204,0,False,0
111,500.6592240765261,500.6604960765261,0.0,500.6600720765261,0.000424,500.6604960765261,0,False,0
112,500.66893281439013,500.67020481439016,0.0,500.66978081439015,0.000424,500.67020481439016,0,False,0
113,500.67864155225425,500.6799135522543,0.0,500.67948955225427,0.000424,500.6799135522543,0,False,0
114,500.6883502901183,500.68962229011834,0.0,500.6891982901183,0.000424,500.68962229011834,0,False,0
115,500.69805902798237,500.6993310279824,0.0,500.6989070279824,0.000424,500.6993310279824,0,False,0
116,500.7077677658465,500.7090397658465,0.0,500.7086157658465,0.000424,500.7090397658465,0,False,0
117,500.71747650371054,500.7187485037106,0.0,500.71832450371056,0.000424,500.7187485037106,0,False,0
118,500.7271852415746,500.72845724157463,0.0,500.7280332415746,0.000424,500.72845724157463,0,False,0
119,500.73689397943866,500.7381659794387,0.0,500.7377419794387,0.000424,500.7381659794387,0,False,0
120,500.7466027173028,500.7478747173028,0.0,500.7474507173028,0.000424,500.7478747173028,0,False,0
121,500.75631145516684,500.75758345516687,0.0,500.75715945516686,0.000424,500.75758345516687,0,False,0
122,500.7660201930309,500.7672921930309,0.0,500.7668681930309,0.000424,500.7672921930309,0,False,0
123,500.775728930895,500.77700093089504,0.0,500.77657693089503,0.000424,500.77700093089504,0,False,0
124,500.7854376687591,500.7867096687591,0.0,500.7862856687591,0.000424,500.7867096687591,0,False,0
125,500.79514640662313,500.79641840662316,0.0,500.79599440662315,0.000424,500.79641840662316,0,False,0
126,500.80485514448725,500.8061271444873,0.0,500.80570314448727,0.000424,500.8061271444873,0,False,0
127,500.8145638823513,500.81583588235134,0.0,500.8154118823513,0.000424,500.81583588235134,0,False,0
128,500.82427262021537,500.8255446202154,0.0,500.8251206202154,0.000424,500.8255446202154,0,False,0
129,500.8339813580795,500.8352533580795,0.0,500.8348293580795,0.000424,500.8352533580795,0,False,0
130,500.84369009594354,500.8449620959436,0.0,500.84453809594356,0.000424,500.8449620959436,0,False,0
131,500.8533988338076,500.85467083380763,0.0,500.8542468338076,0.000424,500.85467083380763,0,False,0
132,500.8631075716717,500.86437957167175,0.0,500.86395557167174,0.000424,500.86437957167175,0,False,0
133,500.8728163095358,500.8740883095358,0.0,500.8736643095358,0.000424,500.8740883095358,0,False,0
134,500.88252504739984,500.88379704739987,0.0,500.88337304739986,0.000424,500.88379704739987,0,False,0
135,500.89223378526395,500.893505785264,0.0,500.893081785264,0.000424,500.893505785264,0,False,0
136,500.901942523128,500.90321452312804,0.0,500.90279052312803,0.000424,500.90321452312804,0,False,0
137,500.9116512609921,500.9129232609921,0.0,500.9124992609921,0.000424,500.9129232609921,0,False,0
138,500.9213599988562,500.9226319988562,0.0,500.9222079988562,0.000424,500.9226319988562,0,False,0
139,500.93106873672025,500.9323407367203,0.0,500.93191673672027,0.000424,500.9323407367203,0,False,0
140,500.9407774745843,500.94204947458434,0.0,500.9416254745843,0.000424,500.94204947458434,0,False,0
141,500.9504862124484,500.95175821244845,0.0,500.95133421244844,0.000424,500.95175821244845,0,False,0
142,500.9601949503125,500.9614669503125,0.0,500.9610429503125,0.000424,500.9614669503125,0,False,0
143,500.96990368817654,500.9711756881766,0.0,500.97075168817656,0.000424,500.9711756881766,0,False,0
144,500.9796124260406,500.98088442604063,0.0,500.9804604260406,0.000424,500.98088442604063,0,False,0
145,500.9893211639047,500.99059316390475,0.0,500.99016916390474,0.000424,500.99059316390475,0,False,0
146,500.9990299017688,501.0003019017688,0.0,500.9998779017688,0.000424,501.0003019017688,0,False,0
147,501.00873863963284,501.01001063963287,0.0,501.00958663963286,0.000424,501.01001063963287,0,False,0
148,501.01844737749695,501.019719377497,0.0,501.019295377497,0.000424,501.019719377497,0,False,0
149,501.028156115361,501.02942811536104,0.0,501.02900411536103,0.000424,501.02942811536104,0,False,0
150,501.0378648532251,501.0391368532251,0.0,501.0387128532251,0.000424,501.0391368532251,0,False,0
151,501.0475735910892,501.0488455910892,0.0,501.0484215910892,0.000424,501.0488455910892,0,False,0
152,501.05728232895325,501.0585543289533,0.0,501.05813032895327,0.000424,501.0585543289533,0,False,0
153,501.0669910668173,501.06826306681734,0.0,501.0678390668173,0.000424,501.06826306681734,0,False,0
154,501.0766998046814,501.07797180468145,0.0,501.07754780468144,0.000424,501.07797180468145,0,False,0
155,501.0864085425455,501.0876805425455,0.0,501.0872565425455,0.000424,501.0876805425455,0,False,0
156,501.09611728040954,501.0973892804096,0.0,501.09696528040956,0.000424,501.0973892804096,0,False,0
157,501.10582601827366,501.1070980182737,0.0,501.1066740182737,0.000424,501.1070980182737,0,False,0
158,501.1155347561377,501.11680675613775,0.0,501.11638275613774,0.000424,501.11680675613775,0,False,0
159,501.1252434940018,501.1265154940018,0.0,501.1260914940018,0.000424,501.1265154940018,0,False,0
160,501.1349522318659,501.1362242318659,0.0,501.1358002318659,0.000424,501.1362242318659,0,False,0
161,501.14466096972996,501.14593296973,0.0,501.14550896973,0.000424,501.14593296973,0,False,0
162,501.154369707594,501.15564170759404,0.0,501.15521770759403,0.000424,501.15564170759404,0,False,0
163,501.16407844545813,501.16535044545816,0.0,501.16492644545815,0.000424,501.16535044545816,0,False,0
164,501.1737871833222,501.1750591833222,0.0,501.1746351833222,0.000424,501.1750591833222,0,False,0
165,501.18349592118625,501.1847679211863,0.0,501.18434392118627,0.000424,501.1847679211863,0,False,0
166,501.19320465905037,501.1944766590504,0.0,501.1940526590504,0.000424,501.1944766590504,0,False,0
167,501.2029133969144,501.20418539691445,0.0,501.20376139691444,0.000424,501.20418539691445,0,False,0
168,501.2126221347785,501.2138941347785,0.0,501.2134701347785,0.000424,501.2138941347785,0,False,0
169,501.2223308726426,501.22360287264263,0.0,501.2231788726426,0.000424,501.22360287264263,0,False,0
170,501.23203961050666,501.2333116105067,0.0,501.2328876105067,0.000424,501.2333116105067,0,False,0
171,501.2417483483707,501.24302034837075,0.0,501.24259634837074,0.000424,501.24302034837075,0,False,0
172,501.2514570862348,501.2527290862348,0.0,501.2523050862348,0.000424,501.2527290862348,0,False,0
173,501.2611658240989,501.2624378240989,0.0,501.2620138240989,0.000424,501.2624378240989,0,False,0
174,501.27087456196296,501.272146561963,0.0,501.271722561963,0.000424,501.272146561963,0,False,0
175,501.280583299827,501.28185529982704,0.0,501.28143129982703,0.000424,501.28185529982704,0,False,0
176,501.29029203769113,501.29156403769116,0.0,501.29114003769115,0.000424,501.29156403769116,0,False,0
177,501.3000007755552,501.3012727755552,0.0,501.3008487755552,0.000424,501.3012727755552,0,False,0
178,501.3083778184382,501.31437781843823,0.0,501.3123778184382,0.002,501.31437781843823,1,False,1
179,501.30970951341925,501.31480181843824,0.0015760000000000218,501.31437781843823,0.000424,501.31480181843824,0,False,0
180,501.3108778184382,501.31687781843823,0.0,501.3148778184382,0.002,501.31687781843823,1,False,1
181,501.3133778184382,501.3193778184382,0.0,501.3173778184382,0.002,501.3193778184382,1,False,1
182,501.3158778184382,501.3218778184382,0.0,501.3198778184382,0.002,501.3218778184382,1,False,1
183,501.3183778184382,501.3243778184382,0.0,501.3223778184382,0.002,501.3243778184382,1,False,1
184,501.31941825128337,501.32480181843823,0.0015760000000000218,501.3243778184382,0.000424,501.32480181843823,0,False,0
185,501.3208778184382,501.3268778184382,0.0,501.3248778184382,0.002,501.3268778184382,1,False,1
186,501.3233778184382,501.3293778184382,0.0,501.3273778184382,0.002,501.3293778184382,1,False,1
187,501.3258778184382,501.3318778184382,0.0,501.3298778184382,0.002,501.3318778184382,1,False,1
188,501.3283778184382,501.3343778184382,0.0,501.3323778184382,0.002,501.3343778184382,1,False,1
189,501.3291269891474,501.3348018184382,0.0015760000000000218,501.3343778184382,0.000424,501.3348018184382,0,False,0
190,501.3308778184382,501.3368778184382,0.0,501.3348778184382,0.002,501.3368778184382,1,False,1
191,501.3333778184382,501.3393778184382,0.0,501.3373778184382,0.002,501.3393778184382,1,False,1
192,501.3358778184382,501.3418778184382,0.0,501.3398778184382,0.002,501.3418778184382,1,False,1
193,501.3383778184382,501.3443778184382,0.0,501.3423778184382,0.002,501.3443778184382,1,False,1
194,501.3388357270115,501.3448018184382,0.0015760000000000218,501.3443778184382,0.000424,501.3448018184382,0,False,0
195,501.34087781843823,501.34687781843826,0.0,501.34487781843825,0.002,501.34687781843826,1,False,1
196,501.3433778184382,501.34937781843826,0.0,501.34737781843825,0.002,501.34937781843826,1,False,1
197,501.3458778184382,501.35187781843825,0.0,501.34987781843824,0.002,501.35187781843825,1,False,1
198,501.3483778184382,501.35437781843825,0.0,501.35237781843824,0.002,501.35437781843825,1,False,1
199,501.3485444648756,501.35480181843826,0.0015760000000000218,501.35437781843825,0.000424,501.35480181843826,0,False,0
200,501.3508778184382,501.35687781843825,0.0,501.35487781843824,0.002,501.35687781843825,1,False,1
201,501.3533778184382,501.35937781843825,0.0,501.35737781843824,0.002,501.35937781843825,1,False,1
202,501.3558778184382,501.36187781843824,0.0,501.35987781843824,0.002,501.36187781843824,1,False,1
203,501.35825320273966,501.36230181843825,0.0015760000000000218,501.36187781843824,0.000424,501.36230181843825,0,False,0
204,501.3583778184382,501.3646772027397,0.0,501.3626772027397,0.002,501.3646772027397,1,False,1
205,501.3608778184382,501.36687781843824,0.0,501.36487781843823,0.002,501.36687781843824,1,False,1
206,501.3633778184382,501.36937781843824,0.0,501.36737781843823,0.002,501.36937781843824,1,False,1
207,501.3658778184382,501.37187781843824,0.0,501.3698778184382,0.002,501.37187781843824,1,False,1
208,501.3679619406037,501.37230181843825,0.0015760000000000218,501.37187781843824,0.000424,501.37230181843825,0,False,0
209,501.3683778184382,501.37438594060376,0.0,501.37238594060375,0.002,501.37438594060376,1,False,1
210,501.3708778184382,501.37687781843823,0.0,501.3748778184382,0.002,501.37687781843823,1,False,1
211,501.3733778184382,501.37937781843823,0.0,501.3773778184382,0.002,501.37937781843823,1,False,1
212,501.3758778184382,501.3818778184382,0.0,501.3798778184382,0.002,501.3818778184382,1,False,1
213,501.37767067846784,501.38230181843824,0.0015760000000000218,501.3818778184382,0.000424,501.38230181843824,0,False,0
214,501.3783778184382,501.3843778184382,0.0,501.3823778184382,0.002,501.3843778184382,1,False,1
215,501.3808778184382,501.3868778184382,0.0,501.3848778184382,0.002,501.3868778184382,1,False,1
216,501.3833778184382,501.3893778184382,0.0,501.3873778184382,0.002,501.3893778184382,1,False,1
217,501.3858778184382,501.3918778184382,0.0,501.3898778184382,0.002,501.3918778184382,1,False,1
218,501.3873794163319,501.3923018184382,0.0015760000000000218,501.3918778184382,0.000424,501.3923018184382,0,False,0
219,501.3883778184382,501.3943778184382,0.0,501.3923778184382,0.002,501.3943778184382,1,False,1
220,501.3908778184382,501.3968778184382,0.0,501.3948778184382,0.002,501.3968778184382,1,False,1
221,501.3933778184382,501.3993778184382,0.0,501.3973778184382,0.002,501.3993778184382,1,False,1
222,501.3958778184382,501.4018778184382,0.0,501.3998778184382,0.002,501.4018778184382,1,False,1
223,501.39708815419596,501.4023018184382,0.0015760000000000218,501.4018778184382,0.000424,501.4023018184382,0,False,0
224,501.3983778184382,501.4043778184382,0.0,501.4023778184382,0.002,501.4043778184382,1,False,1
225,501.4008778184382,501.4068778184382,0.0,501.4048778184382,0.002,501.4068778184382,1,False,1
226,501.40337781843823,501.40937781843826,0.0,501.40737781843825,0.002,501.40937781843826,1,False,1
227,501.4058778184382,501.41187781843826,0.0,501.40987781843825,0.002,501.41187781843826,1,False,1
228,501.4067968920601,501.41230181843827,0.0015760000000000218,501.41187781843826,0.000424,501.41230181843827,0,False,0
229,501.4083778184382,501.41437781843825,0.0,501.41237781843824,0.002,501.41437781843825,1,False,1
230,501.4108778184382,501.41687781843825,0.0,501.41487781843824,0.002,501.41687781843825,1,False,1
231,501.4133778184382,501.41937781843825,0.0,501.41737781843824,0.002,501.41937781843825,1,False,1
232,501.4158778184382,501.42187781843825,0.0,501.41987781843824,0.002,501.42187781843825,1,False,1
233,501.41650562992413,501.42230181843826,0.0015760000000000218,501.42187781843825,0.000424,501.42230181843826,0,False,0
234,501.4183778184382,501.42437781843824,0.0,501.42237781843824,0.002,501.42437781843824,1,False,1
235,501.4208778184382,501.42687781843824,0.0,501.42487781843823,0.002,501.42687781843824,1,False,1
236,501.4233778184382,501.42937781843824,0.0,501.42737781843823,0.002,501.42937781843824,1,False,1
237,501.4258778184382,501.43187781843824,0.0,501.42987781843823,0.002,501.43187781843824,1,False,1
238,501.4262143677882,501.43230181843825,0.0015760000000000218,501.43187781843824,0.000424,501.43230181843825,0,False,0
239,501.4283778184382,501.43437781843824,0.0,501.4323778184382,0.002,501.43437781843824,1,False,1
240,501.4308778184382,501.43687781843823,0.0,501.4348778184382,0.002,501.43687781843823,1,False,1
241,501.4333778184382,501.43937781843823,0.0,501.4373778184382,0.002,501.43937781843823,1,False,1
242,501.4358778184382,501.44187781843823,0.0,501.4398778184382,0.002,501.44187781843823,1,False,1
243,501.4359231056523,501.44230181843824,0.0015760000000000218,501.44187781843823,0.000424,501.44230181843824,0,False,0
244,501.4383778184382,501.4443778184382,0.0,501.4423778184382,0.002,501.4443778184382,1,False,1
245,501.4408778184382,501.4468778184382,0.0,501.4448778184382,0.002,501.4468778184382,1,False,1
246,501.4433778184382,501.4493778184382,0.0,501.4473778184382,0.002,501.4493778184382,1,False,1
247,501.44563184351637,501.44980181843823,0.0015760000000000218,501.4493778184382,0.000424,501.44980181843823,0,False,0
248,501.4458778184382,501.4520558435164,0.0,501.4500558435164,0.002,501.4520558435164,1,False,1
249,501.4483778184382,501.4543778184382,0.0,501.4523778184382,0.002,501.4543778184382,1,False,1
250,501.4508778184382,501.4568778184382,0.0,501.4548778184382,0.002,501.4568778184382,1,False,1
251,501.4533778184382,501.4593778184382,0.0,501.4573778184382,0.002,501.4593778184382,1,False,1
252,501.4553405813804,501.4598018184382,0.0015760000000000218,501.4593778184382,0.000424,501.4598018184382,0,False,0
253,501.4558778184382,501.4618778184382,0.0,501.4598778184382,0.002,501.4618778184382,1,False,1
254,501.4583778184382,501.4643778184382,0.0,501.4623778184382,0.002,501.4643778184382,1,False,1
255,501.4608778184382,501.4668778184382,0.0,501.4648778184382,0.002,501.4668778184382,1,False,1
256,501.4633778184382,501.4693778184382,0.0,501.4673778184382,0.002,501.4693778184382,1,False,1
257,501.46504931924454,501.4698018184382,0.0015760000000000218,501.4693778184382,0.000424,501.4698018184382,0,False,0
258,501.46587781843823,501.47187781843826,0.0,501.46987781843825,0.002,501.47187781843826,1,False,1
259,501.4683778184382,501.47437781843826,0.0,501.47237781843825,0.002,501.47437781843826,1,False,1
260,501.4708778184382,501.47687781843825,0.0,501.47487781843824,0.002,501.47687781843825,1,False,1
261,501.4733778184382,501.47937781843825,0.0,501.47737781843824,0.002,501.47937781843825,1,False,1
262,501.4747580571086,501.47980181843826,0.0015760000000000218,501.47937781843825,0.000424,501.47980181843826,0,False,0
263,501.4758778184382,501.48187781843825,0.0,501.47987781843824,0.002,501.48187781843825,1,False,1
264,501.4783778184382,501.48437781843825,0.0,501.48237781843824,0.002,501.48437781843825,1,False,1
265,501.4808778184382,501.48687781843824,0.0,501.48487781843824,0.002,501.48687781843824,1,False,1
266,501.4833778184382,501.48937781843824,0.0,501.48737781843823,0.002,501.48937781843824,1,False,1
267,501.48446679497266,501.48980181843825,0.0015760000000000218,501.48937781843824,0.000424,501.48980181843825,0,False,0
268,501.4858778184382,501.49187781843824,0.0,501.48987781843823,0.002,501.49187781843824,1,False,1
269,501.4883778184382,501.49437781843824,0.0,501.49237781843823,0.002,501.49437781843824,1,False,1
270,501.4908778184382,501.49687781843824,0.0,501.4948778184382,0.002,501.49687781843824,1,False,1
271,501.4933778184382,501.49937781843823,0.0,501.4973778184382,0.002,501.49937781843823,1,False,1
272,501.4941755328367,501.49980181843824,0.0015760000000000218,501.49937781843823,0.000424,501.49980181843824,0,False,0
273,501.4958778184382,501.50187781843823,0.0,501.4998778184382,0.002,501.50187781843823,1,False,1
274,501.4983778184382,501.50437781843823,0.0,501.5023778184382,0.002,501.50437781843823,1,False,1
275,501.5008778184382,501.5068778184382,0.0,501.5048778184382,0.002,501.5068778184382,1,False,1
276,501.5033778184382,501.5093778184382,0.0,501.5073778184382,0.002,501.5093778184382,1,False,1
277,501.50388427070084,501.50980181843823,0.0015760000000000218,501.5093778184382,0.000424,501.50980181843823,0,False,0
278,501.5058778184382,501.5118778184382,0.0,501.5098778184382,0.002,501.5118778184382,1,False,1
279,501.5083778184382,501.5143778184382,0.0,501.5123778184382,0.002,501.5143778184382,1,False,1
280,501.5108778184382,501.5168778184382,0.0,501.5148778184382,0.002,501.5168778184382,1,False,1
281,501.5133778184382,501.5193778184382,0.0,501.5173778184382,0.002,501.5193778184382,1,False,1
282,501.5135930085649,501.5198018184382,0.0015760000000000218,501.5193778184382,0.000424,501.5198018184382,0,False,0
