0.000000000000000000e+00,2.146446396162817109e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.734638319937772849e+03,0.000000000000000000e+00,0.000000000000000000e+00
3.917998120300750998e+03,0.000000000000000000e+00,1.564723230490016249e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.392351568576614409e+04,0.000000000000000000e+00
0.000000000000000000e+00,1.559981851179668774e+04,0.000000000000000000e+00,1.879585817993235651e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.556309955924296446e+03,0.000000000000000000e+00,1.388900051853765945e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.182112068965507206e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.728986258750323395e+04,0.000000000000000000e+00,1.550667617319159763e+04,1.143122893440497683e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.840792714544979390e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.550667617319159217e+04,0.000000000000000000e+00,4.434915413533833998e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.310795307233601307e+04,4.434915413533833998e+03,0.000000000000000000e+00,3.829044594244218843e+03,0.000000000000000000e+00,0.000000000000000000e+00
3.687224526834325843e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.781630801140778658e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.569464609800354992e+04
0.000000000000000000e+00,1.574248120300751361e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.099032603059366011e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.182112068965500839e+03,3.840792714544979390e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.387568058076222405e+04,3.917998120300751452e+03,0.000000000000000000e+00
