Customer,Initial_Arrival_Date,Arrival_time,Pre_arrival,Wait,delay,Service_Start_Date,Service_Time,Service_End_Date,Flow_type,Prioritised,FlowNumber
39,1923.9196125665476,1923.9216125665475,1923.9216125665475,0.0,0.0019999999999527063,1923.9216125665475,0.002,1923.9236125665475,1,False,1
40,1923.9221125665476,1923.9241125665476,1923.9241125665476,0.0,0.0019999999999527063,1923.9241125665476,0.002,1923.9261125665475,1,False,1
41,1923.9246125665475,1923.9266125665474,1923.9266125665474,0.0,0.0019999999999527063,1923.9266125665474,0.002,1923.9286125665474,1,False,1
42,1923.9271125665475,1923.9291125665475,1923.9291125665475,0.0,0.0019999999999527063,1923.9291125665475,0.002,1923.9311125665474,1,False,1
43,1923.9296125665476,1923.9316125665475,1923.9316125665475,0.0,0.0019999999999527063,1923.9316125665475,0.002,1923.9336125665475,1,False,1
44,1923.9321125665476,1923.9341125665476,1923.9341125665476,0.0,0.0019999999999527063,1923.9341125665476,0.002,1923.9361125665475,1,False,1
45,1923.9346125665475,1923.9366125665474,1923.9366125665474,0.0,0.0019999999999527063,1923.9366125665474,0.002,1923.9386125665474,1,False,1
46,1923.9371125665475,1923.9391125665475,1923.9391125665475,0.0,0.0019999999999527063,1923.9391125665475,0.002,1923.9411125665474,1,False,1
47,1923.9396125665476,1923.9416125665475,1923.9416125665475,0.0,0.0019999999999527063,1923.9416125665475,0.002,1923.9436125665475,1,False,1
48,1923.9421125665476,1923.9441125665476,1923.9441125665476,0.0,0.0019999999999527063,1923.9441125665476,0.002,1923.9461125665475,1,False,1
49,1923.9446125665474,1923.9466125665474,1923.9466125665474,0.0,0.0019999999999527063,1923.9466125665474,0.002,1923.9486125665474,1,False,1
50,1923.9471125665475,1923.9491125665475,1923.9491125665475,0.0,0.0019999999999527063,1923.9491125665475,0.002,1923.9511125665474,1,False,1
51,1923.9496125665476,1923.9516125665475,1923.9516125665475,0.0,0.0019999999999527063,1923.9516125665475,0.002,1923.9536125665475,1,False,1
52,1923.9521125665476,1923.9541125665476,1923.9541125665476,0.0,0.0019999999999527063,1923.9541125665476,0.002,1923.9561125665475,1,False,1
53,1923.9546125665477,1923.9566125665476,1923.9566125665476,0.0,0.0019999999999527063,1923.9566125665476,0.002,1923.9586125665476,1,False,1
54,1923.9571125665475,1923.9591125665474,1923.9591125665474,0.0,0.0019999999999527063,1923.9591125665474,0.002,1923.9611125665474,1,False,1
55,1923.9596125665475,1923.9616125665475,1923.9616125665475,0.0,0.0019999999999527063,1923.9616125665475,0.002,1923.9636125665475,1,False,1
56,1923.9621125665476,1923.9641125665476,1923.9641125665476,0.0,0.0019999999999527063,1923.9641125665476,0.002,1923.9661125665475,1,False,1
57,1923.9646125665477,1923.9666125665476,1923.9666125665476,0.0,0.0019999999999527063,1923.9666125665476,0.002,1923.9686125665476,1,False,1
58,1923.9671125665475,1923.9691125665474,1923.9691125665474,0.0,0.0019999999999527063,1923.9691125665474,0.002,1923.9711125665474,1,False,1
59,1923.9696125665475,1923.9716125665475,1923.9716125665475,0.0,0.0019999999999527063,1923.9716125665475,0.002,1923.9736125665474,1,False,1
60,1923.9721125665476,1923.9741125665475,1923.9741125665475,0.0,0.0019999999999527063,1923.9741125665475,0.002,1923.9761125665475,1,False,1
61,1923.9746125665476,1923.9766125665476,1923.9766125665476,0.0,0.0019999999999527063,1923.9766125665476,0.002,1923.9786125665476,1,False,1
62,1923.9771125665475,1923.9791125665474,1923.9791125665474,0.0,0.0019999999999527063,1923.9791125665474,0.002,1923.9811125665474,1,False,1
63,1923.9796125665475,1923.9816125665475,1923.9816125665475,0.0,0.0019999999999527063,1923.9816125665475,0.002,1923.9836125665474,1,False,1
64,1923.9821125665476,1923.9841125665475,1923.9841125665475,0.0,0.0019999999999527063,1923.9841125665475,0.002,1923.9861125665475,1,False,1
65,1923.9846125665476,1923.9866125665476,1923.9866125665476,0.0,0.0019999999999527063,1923.9866125665476,0.002,1923.9886125665475,1,False,1
66,1923.9871125665475,1923.9891125665474,1923.9891125665474,0.0,0.0019999999999527063,1923.9891125665474,0.002,1923.9911125665474,1,False,1
67,1923.9896125665475,1923.9916125665475,1923.9916125665475,0.0,0.0019999999999527063,1923.9916125665475,0.002,1923.9936125665474,1,False,1
68,1923.9921125665476,1923.9941125665475,1923.9941125665475,0.0,0.0019999999999527063,1923.9941125665475,0.002,1923.9961125665475,1,False,1
69,1923.9946125665476,1923.9966125665476,1923.9966125665476,0.0,0.0019999999999527063,1923.9966125665476,0.002,1923.9986125665475,1,False,1
70,1923.9971125665475,1923.9991125665474,1923.9991125665474,0.0,0.0019999999999527063,1923.9991125665474,0.002,1924.0011125665474,1,False,1
71,1923.9996125665475,1924.0016125665475,1924.0016125665475,0.0,0.0019999999999527063,1924.0016125665475,0.002,1924.0036125665474,1,False,1
72,1924.0021125665476,1924.0041125665475,1924.0041125665475,0.0,0.0019999999999527063,1924.0041125665475,0.002,1924.0061125665475,1,False,1
73,1924.0046125665476,1924.0066125665476,1924.0066125665476,0.0,0.0019999999999527063,1924.0066125665476,0.002,1924.0086125665475,1,False,1
74,1924.0071125665474,1924.0091125665474,1924.0091125665474,0.0,0.0019999999999527063,1924.0091125665474,0.002,1924.0111125665474,1,False,1
75,1924.0096125665475,1924.0116125665475,1924.0116125665475,0.0,0.0019999999999527063,1924.0116125665475,0.002,1924.0136125665474,1,False,1
76,1924.0121125665476,1924.0141125665475,1924.0141125665475,0.0,0.0019999999999527063,1924.0141125665475,0.002,1924.0161125665475,1,False,1
77,1924.0146125665476,1924.0166125665476,1924.0166125665476,0.0,0.0019999999999527063,1924.0166125665476,0.002,1924.0186125665475,1,False,1
78,1924.0171125665477,1924.0191125665476,1924.0191125665476,0.0,0.0019999999999527063,1924.0191125665476,0.002,1924.0211125665476,1,False,1
79,1924.0196125665475,1924.0216125665474,1924.0216125665474,0.0,0.0019999999999527063,1924.0216125665474,0.002,1924.0236125665474,1,False,1
80,1924.0221125665475,1924.0241125665475,1924.0241125665475,0.0,0.0019999999999527063,1924.0241125665475,0.002,1924.0261125665475,1,False,1
81,1924.0246125665476,1924.0266125665476,1924.0266125665476,0.0,0.0019999999999527063,1924.0266125665476,0.002,1924.0286125665475,1,False,1
82,1924.0271125665477,1924.0291125665476,1924.0291125665476,0.0,0.0019999999999527063,1924.0291125665476,0.002,1924.0311125665476,1,False,1
83,1924.0296125665475,1924.0316125665474,1924.0316125665474,0.0,0.0019999999999527063,1924.0316125665474,0.002,1924.0336125665474,1,False,1
84,1924.0321125665475,1924.0341125665475,1924.0341125665475,0.0,0.0019999999999527063,1924.0341125665475,0.002,1924.0361125665474,1,False,1
85,1924.0346125665476,1924.0366125665475,1924.0366125665475,0.0,0.0019999999999527063,1924.0366125665475,0.002,1924.0386125665475,1,False,1
86,1924.0371125665476,1924.0391125665476,1924.0391125665476,0.0,0.0019999999999527063,1924.0391125665476,0.002,1924.0411125665476,1,False,1
87,1924.0396125665475,1924.0416125665474,1924.0416125665474,0.0,0.0019999999999527063,1924.0416125665474,0.002,1924.0436125665474,1,False,1
88,1924.0421125665475,1924.0441125665475,1924.0441125665475,0.0,0.0019999999999527063,1924.0441125665475,0.002,1924.0461125665474,1,False,1
89,1924.0446125665476,1924.0466125665475,1924.0466125665475,0.0,0.0019999999999527063,1924.0466125665475,0.002,1924.0486125665475,1,False,1
90,1924.0471125665476,1924.0491125665476,1924.0491125665476,0.0,0.0019999999999527063,1924.0491125665476,0.002,1924.0511125665475,1,False,1
91,1924.0496125665475,1924.0516125665474,1924.0516125665474,0.0,0.0019999999999527063,1924.0516125665474,0.002,1924.0536125665474,1,False,1
92,1924.0521125665475,1924.0541125665475,1924.0541125665475,0.0,0.0019999999999527063,1924.0541125665475,0.002,1924.0561125665474,1,False,1
93,1924.0546125665476,1924.0566125665475,1924.0566125665475,0.0,0.0019999999999527063,1924.0566125665475,0.002,1924.0586125665475,1,False,1
94,1924.0571125665476,1924.0591125665476,1924.0591125665476,0.0,0.0019999999999527063,1924.0591125665476,0.002,1924.0611125665475,1,False,1
95,1924.0596125665475,1924.0616125665474,1924.0616125665474,0.0,0.0019999999999527063,1924.0616125665474,0.002,1924.0636125665474,1,False,1
96,1924.0621125665475,1924.0641125665475,1924.0641125665475,0.0,0.0019999999999527063,1924.0641125665475,0.002,1924.0661125665474,1,False,1
97,1924.0646125665476,1924.0666125665475,1924.0666125665475,0.0,0.0019999999999527063,1924.0666125665475,0.002,1924.0686125665475,1,False,1
98,1924.0671125665476,1924.0691125665476,1924.0691125665476,0.0,0.0019999999999527063,1924.0691125665476,0.002,1924.0711125665475,1,False,1
99,1924.0696125665474,1924.0716125665474,1924.0716125665474,0.0,0.0019999999999527063,1924.0716125665474,0.002,1924.0736125665474,1,False,1
100,1924.0721125665475,1924.0741125665475,1924.0741125665475,0.0,0.0019999999999527063,1924.0741125665475,0.002,1924.0761125665474,1,False,1
101,1924.0746125665476,1924.0766125665475,1924.0766125665475,0.0,0.0019999999999527063,1924.0766125665475,0.002,1924.0786125665475,1,False,1
102,1924.0771125665476,1924.0791125665476,1924.0791125665476,0.0,0.0019999999999527063,1924.0791125665476,0.002,1924.0811125665475,1,False,1
103,1924.0796125665477,1924.0816125665476,1924.0816125665476,0.0,0.0019999999999527063,1924.0816125665476,0.002,1924.0836125665476,1,False,1
104,1924.0821125665475,1924.0841125665474,1924.0841125665474,0.0,0.0019999999999527063,1924.0841125665474,0.002,1924.0861125665474,1,False,1
105,1924.0846125665475,1924.0866125665475,1924.0866125665475,0.0,0.0019999999999527063,1924.0866125665475,0.002,1924.0886125665475,1,False,1
106,1924.0871125665476,1924.0891125665476,1924.0891125665476,0.0,0.0019999999999527063,1924.0891125665476,0.002,1924.0911125665475,1,False,1
107,1924.0896125665477,1924.0916125665476,1924.0916125665476,0.0,0.0019999999999527063,1924.0916125665476,0.002,1924.0936125665476,1,False,1
108,1924.0921125665475,1924.0941125665474,1924.0941125665474,0.0,0.0019999999999527063,1924.0941125665474,0.002,1924.0961125665474,1,False,1
109,1924.0946125665475,1924.0966125665475,1924.0966125665475,0.0,0.0019999999999527063,1924.0966125665475,0.002,1924.0986125665474,1,False,1
110,1924.0971125665476,1924.0991125665475,1924.0991125665475,0.0,0.0019999999999527063,1924.0991125665475,0.002,1924.1011125665475,1,False,1
111,1924.0996125665476,1924.1016125665476,1924.1016125665476,0.0,0.0019999999999527063,1924.1016125665476,0.002,1924.1036125665476,1,False,1
112,1924.1021125665475,1924.1041125665474,1924.1041125665474,0.0,0.0019999999999527063,1924.1041125665474,0.002,1924.1061125665474,1,False,1
113,1924.1046125665475,1924.1066125665475,1924.1066125665475,0.0,0.0019999999999527063,1924.1066125665475,0.002,1924.1086125665474,1,False,1
114,1924.1071125665476,1924.1091125665475,1924.1091125665475,0.0,0.0019999999999527063,1924.1091125665475,0.002,1924.1111125665475,1,False,1
115,1924.1096125665476,1924.1116125665476,1924.1116125665476,0.0,0.0019999999999527063,1924.1116125665476,0.002,1924.1136125665475,1,False,1
116,1924.1121125665475,1924.1141125665474,1924.1141125665474,0.0,0.0019999999999527063,1924.1141125665474,0.002,1924.1161125665474,1,False,1
117,1924.1146125665475,1924.1166125665475,1924.1166125665475,0.0,0.0019999999999527063,1924.1166125665475,0.002,1924.1186125665474,1,False,1
118,1924.1171125665476,1924.1191125665475,1924.1191125665475,0.0,0.0019999999999527063,1924.1191125665475,0.002,1924.1211125665475,1,False,1
119,1924.1196125665476,1924.1216125665476,1924.1216125665476,0.0,0.0019999999999527063,1924.1216125665476,0.002,1924.1236125665475,1,False,1
120,1924.1221125665475,1924.1241125665474,1924.1241125665474,0.0,0.0019999999999527063,1924.1241125665474,0.002,1924.1261125665474,1,False,1
121,1924.1246125665475,1924.1266125665475,1924.1266125665475,0.0,0.0019999999999527063,1924.1266125665475,0.002,1924.1286125665474,1,False,1
122,1924.1271125665476,1924.1291125665475,1924.1291125665475,0.0,0.0019999999999527063,1924.1291125665475,0.002,1924.1311125665475,1,False,1
123,1924.1296125665476,1924.1316125665476,1924.1316125665476,0.0,0.0019999999999527063,1924.1316125665476,0.002,1924.1336125665475,1,False,1
124,1924.1321125665474,1924.1341125665474,1924.1341125665474,0.0,0.0019999999999527063,1924.1341125665474,0.002,1924.1361125665474,1,False,1
125,1924.1346125665475,1924.1366125665475,1924.1366125665475,0.0,0.0019999999999527063,1924.1366125665475,0.002,1924.1386125665474,1,False,1
126,1924.1371125665476,1924.1391125665475,1924.1391125665475,0.0,0.0019999999999527063,1924.1391125665475,0.002,1924.1411125665475,1,False,1
127,1924.1396125665476,1924.1416125665476,1924.1416125665476,0.0,0.0019999999999527063,1924.1416125665476,0.002,1924.1436125665475,1,False,1
128,1924.1421125665477,1924.1441125665476,1924.1441125665476,0.0,0.0019999999999527063,1924.1441125665476,0.002,1924.1461125665476,1,False,1
129,1924.1446125665475,1924.1466125665474,1924.1466125665474,0.0,0.0019999999999527063,1924.1466125665474,0.002,1924.1486125665474,1,False,1
130,1924.1471125665475,1924.1491125665475,1924.1491125665475,0.0,0.0019999999999527063,1924.1491125665475,0.002,1924.1511125665475,1,False,1
131,1924.1496125665476,1924.1516125665476,1924.1516125665476,0.0,0.0019999999999527063,1924.1516125665476,0.002,1924.1536125665475,1,False,1
132,1924.1521125665477,1924.1541125665476,1924.1541125665476,0.0,0.0019999999999527063,1924.1541125665476,0.002,1924.1561125665476,1,False,1
133,1924.1546125665475,1924.1566125665474,1924.1566125665474,0.0,0.0019999999999527063,1924.1566125665474,0.002,1924.1586125665474,1,False,1
134,1924.1571125665475,1924.1591125665475,1924.1591125665475,0.0,0.0019999999999527063,1924.1591125665475,0.002,1924.1611125665474,1,False,1
135,1924.1596125665476,1924.1616125665475,1924.1616125665475,0.0,0.0019999999999527063,1924.1616125665475,0.002,1924.1636125665475,1,False,1
136,1924.1621125665476,1924.1641125665476,1924.1641125665476,0.0,0.0019999999999527063,1924.1641125665476,0.002,1924.1661125665476,1,False,1
137,1924.1646125665475,1924.1666125665474,1924.1666125665474,0.0,0.0019999999999527063,1924.1666125665474,0.002,1924.1686125665474,1,False,1
138,1924.1671125665475,1924.1691125665475,1924.1691125665475,0.0,0.0019999999999527063,1924.1691125665475,0.002,1924.1711125665474,1,False,1
139,1924.1696125665476,1924.1716125665475,1924.1716125665475,0.0,0.0019999999999527063,1924.1716125665475,0.002,1924.1736125665475,1,False,1
140,1924.1721125665476,1924.1741125665476,1924.1741125665476,0.0,0.0019999999999527063,1924.1741125665476,0.002,1924.1761125665475,1,False,1
141,1924.1746125665475,1924.1766125665474,1924.1766125665474,0.0,0.0019999999999527063,1924.1766125665474,0.002,1924.1786125665474,1,False,1
142,1924.1771125665475,1924.1791125665475,1924.1791125665475,0.0,0.0019999999999527063,1924.1791125665475,0.002,1924.1811125665474,1,False,1
143,1924.1796125665476,1924.1816125665475,1924.1816125665475,0.0,0.0019999999999527063,1924.1816125665475,0.002,1924.1836125665475,1,False,1
144,1924.1821125665476,1924.1841125665476,1924.1841125665476,0.0,0.0019999999999527063,1924.1841125665476,0.002,1924.1861125665475,1,False,1
145,1924.1846125665475,1924.1866125665474,1924.1866125665474,0.0,0.0019999999999527063,1924.1866125665474,0.002,1924.1886125665474,1,False,1
146,1924.1871125665475,1924.1891125665475,1924.1891125665475,0.0,0.0019999999999527063,1924.1891125665475,0.002,1924.1911125665474,1,False,1
147,1924.1896125665476,1924.1916125665475,1924.1916125665475,0.0,0.0019999999999527063,1924.1916125665475,0.002,1924.1936125665475,1,False,1
148,1924.1921125665476,1924.1941125665476,1924.1941125665476,0.0,0.0019999999999527063,1924.1941125665476,0.002,1924.1961125665475,1,False,1
149,1924.1946125665474,1924.1966125665474,1924.1966125665474,0.0,0.0019999999999527063,1924.1966125665474,0.002,1924.1986125665474,1,False,1
150,1924.1971125665475,1924.1991125665475,1924.1991125665475,0.0,0.0019999999999527063,1924.1991125665475,0.002,1924.2011125665474,1,False,1
151,1924.1996125665476,1924.2016125665475,1924.2016125665475,0.0,0.0019999999999527063,1924.2016125665475,0.002,1924.2036125665475,1,False,1
152,1924.2021125665476,1924.2041125665476,1924.2041125665476,0.0,0.0019999999999527063,1924.2041125665476,0.002,1924.2061125665475,1,False,1
153,1924.2046125665477,1924.2066125665476,1924.2066125665476,0.0,0.0019999999999527063,1924.2066125665476,0.002,1924.2086125665476,1,False,1
154,1924.2071125665475,1924.2091125665474,1924.2091125665474,0.0,0.0019999999999527063,1924.2091125665474,0.002,1924.2111125665474,1,False,1
155,1924.2096125665475,1924.2116125665475,1924.2116125665475,0.0,0.0019999999999527063,1924.2116125665475,0.002,1924.2136125665475,1,False,1
156,1924.2121125665476,1924.2141125665476,1924.2141125665476,0.0,0.0019999999999527063,1924.2141125665476,0.002,1924.2161125665475,1,False,1
157,1924.2146125665477,1924.2166125665476,1924.2166125665476,0.0,0.0019999999999527063,1924.2166125665476,0.002,1924.2186125665476,1,False,1
158,1924.2171125665475,1924.2191125665474,1924.2191125665474,0.0,0.0019999999999527063,1924.2191125665474,0.002,1924.2211125665474,1,False,1
159,1924.2196125665475,1924.2216125665475,1924.2216125665475,0.0,0.0019999999999527063,1924.2216125665475,0.002,1924.2236125665474,1,False,1
160,1924.2221125665476,1924.2241125665475,1924.2241125665475,0.0,0.0019999999999527063,1924.2241125665475,0.002,1924.2261125665475,1,False,1
161,1924.2246125665476,1924.2266125665476,1924.2266125665476,0.0,0.0019999999999527063,1924.2266125665476,0.002,1924.2286125665476,1,False,1
162,1924.2271125665475,1924.2291125665474,1924.2291125665474,0.0,0.0019999999999527063,1924.2291125665474,0.002,1924.2311125665474,1,False,1
163,1924.2296125665475,1924.2316125665475,1924.2316125665475,0.0,0.0019999999999527063,1924.2316125665475,0.002,1924.2336125665474,1,False,1
164,1924.2321125665476,1924.2341125665475,1924.2341125665475,0.0,0.0019999999999527063,1924.2341125665475,0.002,1924.2361125665475,1,False,1
165,1924.2346125665476,1924.2366125665476,1924.2366125665476,0.0,0.0019999999999527063,1924.2366125665476,0.002,1924.2386125665475,1,False,1
166,1924.2371125665475,1924.2391125665474,1924.2391125665474,0.0,0.0019999999999527063,1924.2391125665474,0.002,1924.2411125665474,1,False,1
167,1924.2396125665475,1924.2416125665475,1924.2416125665475,0.0,0.0019999999999527063,1924.2416125665475,0.002,1924.2436125665474,1,False,1
168,1924.2421125665476,1924.2441125665475,1924.2441125665475,0.0,0.0019999999999527063,1924.2441125665475,0.002,1924.2461125665475,1,False,1
169,1924.2446125665476,1924.2466125665476,1924.2466125665476,0.0,0.0019999999999527063,1924.2466125665476,0.002,1924.2486125665475,1,False,1
170,1924.2471125665475,1924.2491125665474,1924.2491125665474,0.0,0.0019999999999527063,1924.2491125665474,0.002,1924.2511125665474,1,False,1
171,1924.2496125665475,1924.2516125665475,1924.2516125665475,0.0,0.0019999999999527063,1924.2516125665475,0.002,1924.2536125665474,1,False,1
172,1924.2521125665476,1924.2541125665475,1924.2541125665475,0.0,0.0019999999999527063,1924.2541125665475,0.002,1924.2561125665475,1,False,1
173,1924.2546125665476,1924.2566125665476,1924.2566125665476,0.0,0.0019999999999527063,1924.2566125665476,0.002,1924.2586125665475,1,False,1
174,1924.2571125665474,1924.2591125665474,1924.2591125665474,0.0,0.0019999999999527063,1924.2591125665474,0.002,1924.2611125665474,1,False,1
175,1924.2596125665475,1924.2616125665475,1924.2616125665475,0.0,0.0019999999999527063,1924.2616125665475,0.002,1924.2636125665474,1,False,1
176,1924.2621125665476,1924.2641125665475,1924.2641125665475,0.0,0.0019999999999527063,1924.2641125665475,0.002,1924.2661125665475,1,False,1
177,1924.2646125665476,1924.2666125665476,1924.2666125665476,0.0,0.0019999999999527063,1924.2666125665476,0.002,1924.2686125665475,1,False,1
178,1924.2671125665477,1924.2691125665476,1924.2691125665476,0.0,0.0019999999999527063,1924.2691125665476,0.002,1924.2711125665476,1,False,1
179,1924.2696125665475,1924.2716125665474,1924.2716125665474,0.0,0.0019999999999527063,1924.2716125665474,0.002,1924.2736125665474,1,False,1
180,1924.2721125665475,1924.2741125665475,1924.2741125665475,0.0,0.0019999999999527063,1924.2741125665475,0.002,1924.2761125665475,1,False,1
181,1924.2746125665476,1924.2766125665476,1924.2766125665476,0.0,0.0019999999999527063,1924.2766125665476,0.002,1924.2786125665475,1,False,1
182,1924.2771125665477,1924.2791125665476,1924.2791125665476,0.0,0.0019999999999527063,1924.2791125665476,0.002,1924.2811125665476,1,False,1
183,1924.2796125665475,1924.2816125665474,1924.2816125665474,0.0,0.0019999999999527063,1924.2816125665474,0.002,1924.2836125665474,1,False,1
184,1924.2821125665475,1924.2841125665475,1924.2841125665475,0.0,0.0019999999999527063,1924.2841125665475,0.002,1924.2861125665474,1,False,1
185,1924.2846125665476,1924.2866125665475,1924.2866125665475,0.0,0.0019999999999527063,1924.2866125665475,0.002,1924.2886125665475,1,False,1
186,1924.2871125665476,1924.2891125665476,1924.2891125665476,0.0,0.0019999999999527063,1924.2891125665476,0.002,1924.2911125665476,1,False,1
187,1924.2896125665475,1924.2916125665474,1924.2916125665474,0.0,0.0019999999999527063,1924.2916125665474,0.002,1924.2936125665474,1,False,1
188,1924.2921125665475,1924.2941125665475,1924.2941125665475,0.0,0.0019999999999527063,1924.2941125665475,0.002,1924.2961125665474,1,False,1
189,1924.2946125665476,1924.2966125665475,1924.2966125665475,0.0,0.0019999999999527063,1924.2966125665475,0.002,1924.2986125665475,1,False,1
190,1924.2971125665476,1924.2991125665476,1924.2991125665476,0.0,0.0019999999999527063,1924.2991125665476,0.002,1924.3011125665475,1,False,1
191,1924.2996125665475,1924.3016125665474,1924.3016125665474,0.0,0.0019999999999527063,1924.3016125665474,0.002,1924.3036125665474,1,False,1
192,1924.3021125665475,1924.3041125665475,1924.3041125665475,0.0,0.0019999999999527063,1924.3041125665475,0.002,1924.3061125665474,1,False,1
193,1924.3046125665476,1924.3066125665475,1924.3066125665475,0.0,0.0019999999999527063,1924.3066125665475,0.002,1924.3086125665475,1,False,1
